title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,object_thumb,object_location,reference_url
"Ségur à Vioménil","Philippe Henri, marquis de Ségur","1783-05-29","","","Versailles, Versailles, France","48.80759347","2.100656424","","13a","","","French","","","https://fromthepage.com/image-service/32575574/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032163/manifest",/items/32032163.html
"Lettre Ségur à B de V - Bureau du mouvement - Rengagements - 1782/06/22","","1782-06-22","","","","","","","14a","","","French","","","https://fromthepage.com/image-service/32575577/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032164/manifest",/items/32032164.html
"Lettre Ségur à B de V - Augmentation Dangely - 1782/08/06","","1782-08-06","","","","","","","15a","","","French","","","https://fromthepage.com/image-service/32575579/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032165/manifest",/items/32032165.html
"Lettre Ségur à B de V - Bureau de l&#39;habillement - Embarquement fournitures suivant n°11 - 1782/08/22","","1782-08-22","","","","","","","16a","","","French","","","https://fromthepage.com/image-service/32575580/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032167/manifest",/items/32032167.html
"Revue Rgt Au x onne - 1782/10/13","","1782-10-13","","","","","","","18a","","","French","","","https://fromthepage.com/image-service/32575585/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032170/manifest",/items/32032170.html
"Copie lettre du Mis de Ségur à Rochambeau - Instructions pour départ de l&#39;armée au x  Antilles - 1782/08/26","","1782-08-26","","","","","","","17a","","","French","","","https://fromthepage.com/image-service/32575599/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032171/manifest",/items/32032171.html
"Revue Rgt Au x onne 13-10-1782 - Résumé - 1782/10/13","","1782-10-13","","","","","","","19a","","","French","","","https://fromthepage.com/image-service/32575604/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032172/manifest",/items/32032172.html
"Rgt d&#39;Au x onne - Mémoire pour croi x  de St- Louis à Pierre Laprun capitaine aide-major - 1783/07/01","","1783-07-01","","","","","","","20a","","","French","","","https://fromthepage.com/image-service/32575608/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032173/manifest",/items/32032173.html
"Lettre d&#39;Aboville pour congé Dalmas de Pracomtal - 1783/07/02","","1783-07-02","","","","","","","22a","","","French","","","https://fromthepage.com/image-service/32575610/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032177/manifest",/items/32032177.html
"Certificat pour Pierre Laprun, capitaine Rgt d&#39;Au x onne, signé de Boislogé et Neurisse - 1783/05/01","","1783-05-01","","","","","","","23a","","","French","","","https://fromthepage.com/image-service/32575616/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032179/manifest",/items/32032179.html
"Certificat pour Pierre Laprun signé d&#39;Aboville et Lazies - 1783/05/01","","1783-05-01","","","","","","","24a","","","French","","","https://fromthepage.com/image-service/32575617/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032181/manifest",/items/32032181.html
"Lettre de Segur sur grâces diverses pour officiers d&#39;artillerie - 1783/07/31","","1783-07-31","","","","","","","25a","","","French","","","https://fromthepage.com/image-service/32575618/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032183/manifest",/items/32032183.html
"Copie précédente -1783/07/31","","1783-07-31","","","","","","","26a","","","French","","","https://fromthepage.com/image-service/32575621/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032184/manifest",/items/32032184.html
"Récapitulation demandes d&#39;Aboville à Vioménil - 1783/06/20","","1783-06-20","","","","","","","27a","","","French","","","https://fromthepage.com/image-service/32575624/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032185/manifest",/items/32032185.html
"Brouillon lettres B de V à Ségur 22 et 24 oct 1782 - 1782/10/24","","1782-10-24","","","","","","","29a","","","French","","","https://fromthepage.com/image-service/32575625/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032187/manifest",/items/32032187.html
"Liste documents pour revue - n.d.","","","","","","","","","30a","","","French","","","https://fromthepage.com/image-service/32575629/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032188/manifest",/items/32032188.html
"Mémo pour revue - n.d.","","","","","","","","","31a","","","French","","","https://fromthepage.com/image-service/32575631/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032189/manifest",/items/32032189.html
"Artillerie Cie d&#39;ouvriers de Neymerand - Résumé revue - 1782/10/13","","1782-10-13","","","","","","","32a","","","French","","","https://fromthepage.com/image-service/32575632/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032191/manifest",/items/32032191.html
"Revue Rgt Saintonge - Résume - 1782/10/13","","1782-10-13","","","","","","","33a","","","French","","","https://fromthepage.com/image-service/32575635/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032192/manifest",/items/32032192.html
"Revue Rgt Royal Deu x -Ponts - Résume - 1782/10/13","","1782-10-13","","","","","","","34a","","","French","","","https://fromthepage.com/image-service/32575639/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032193/manifest",/items/32032193.html
"Revue Rgt Soissonnais - Résume - 1782/10/13","","1782-10-13","","","","","","","35a","","","French","","","https://fromthepage.com/image-service/32575643/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032194/manifest",/items/32032194.html
"Revue Rgt Bourbonnais - Résume - 1782/10/13","","1782-10-13","","","","","","","36a","","","French","","","https://fromthepage.com/image-service/32575647/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032195/manifest",/items/32032195.html
"Instruction pour M. Blanchard comm. des guerres pour départ armée au x  Antilles - 1782/11/01","","1782-11-01","","","","","","","39a","","","French","","","https://fromthepage.com/image-service/32575651/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032196/manifest",/items/32032196.html
"Apperçu du nombre officiers, soldats et domestiques qui doit embarquer sur la flotte du Mis de Vaudreuil - 1782/11/24","","1782-11-24","","","","","","","40a","","","French","","","https://fromthepage.com/image-service/32575654/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032197/manifest",/items/32032197.html
"Rgt de Saintonge - Etat de la demi ration - Aller -1783/06/19","","1783-06-19","","","","","","","46a","","","French","","","https://fromthepage.com/image-service/32575657/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032200/manifest",/items/32032200.html
"Note B de V  sur Rgt Bourdonnais et sur différents officiers - n.d.","","","","","","","","","48a","","","French","","","https://fromthepage.com/image-service/32575660/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032203/manifest",/items/32032203.html
"Etat de quelques hommes à faire passer en France - n.d.","","","","","","","","","49a","","","French","","","https://fromthepage.com/image-service/32575664/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032204/manifest",/items/32032204.html
"Congé limité pour Pierre Drouin soldat - 1782/10/20","","1782-10-20","","","","","","","51a","","","French","","","https://fromthepage.com/image-service/32575665/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032206/manifest",/items/32032206.html
"Demande envoi M de Gambs, major du rgt de Bourdonnais au x  eau x  -1783/06/17","","1783-06-17","","","","","","","57a","","","French","","","https://fromthepage.com/image-service/32575667/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032207/manifest",/items/32032207.html
"Etat des gratifications pour pertes naufrage de la Bourgogne - 1783/07/22","","1783-07-22","","","","","","","58","","","French","","","https://fromthepage.com/image-service/32575668/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032209/manifest",/items/32032209.html
"Rgt Bourdonnais - demande congé pour 3 soldats - 1783/04/28","","1783-04-28","","","","","","","59a","","","French","","","https://fromthepage.com/image-service/32575670/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032210/manifest",/items/32032210.html
"Brouillon réponse à précédente - 1783/04/23","","1783-04-23","","","","","","","60a","","","French","","","https://fromthepage.com/image-service/32575671/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032212/manifest",/items/32032212.html
"Lettre du Mis de Laval pour envoi n°59 - 1783/04/29","","1783-04-29","","","","","","","61a","","","French","","","https://fromthepage.com/image-service/32575672/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032214/manifest",/items/32032214.html
"Grâces demandées pour Rgt du Bourbonnais - n.d.","","","","","","","","","66a","","","French","","","https://fromthepage.com/image-service/32575673/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032216/manifest",/items/32032216.html
"Copie lettre B de V à Ségur - Envoi de l&#39;état n° 56 - n.d.","","","","","","","","","67a","","","French","","","https://fromthepage.com/image-service/32575674/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032218/manifest",/items/32032218.html
"Etat des grâces accordées - 1783/08/02","","1783-08-02","","","","","","","68a","","","French","","","https://fromthepage.com/image-service/32575675/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032220/manifest",/items/32032220.html
"Etat grâces accordées aux aides de camp du B de V - 1783/08/02","","1783-08-02","","","","","","","69a","","","French","","","https://fromthepage.com/image-service/32575677/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032221/manifest",/items/32032221.html
"Lettre envoi précédentes signée Ségur - 1782/08/02","","1782-08-02","","","","","","","70a","","","French","","","https://fromthepage.com/image-service/32575678/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032223/manifest",/items/32032223.html
"Lettre envoi état gratifications pour Bourgogne signée Ségur - 1783/07/22","","1783-07-22","","","","","","","71a","","","French","","","https://fromthepage.com/image-service/32575679/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032225/manifest",/items/32032225.html
"Lettre de Ségur - Nomination M. du Chevalier, Capitaine au Rgt de Bourdonnais, chevalier de St-Louis - 1783/07/24","","1783-07-24","","","","","","","72a","","","French","","","https://fromthepage.com/image-service/32575680/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032227/manifest",/items/32032227.html
"Note manuscite Vioménil sur un rgt (?) - n.d.","","","","","","","","","73a","","","French","","","https://fromthepage.com/image-service/32575681/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032229/manifest",/items/32032229.html
"Lettre de Blanchard au B de V sur emploi de fonds -1783/04/29","","1783-04-29","","","","","","","77a","","","French","","","https://fromthepage.com/image-service/32575726/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032248/manifest",/items/32032248.html
"Brouillons lettres à Ségur et à Gribeauval - 1782/01/27","","1782-01-27","","","","","","","79a","","","French","","","https://fromthepage.com/image-service/32575733/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032251/manifest",/items/32032251.html
"Mémoire signé Blanchard sur affectation fonds - 1783/04/28","","1783-04-28","","","","","","","81a","","","French","","","https://fromthepage.com/image-service/32575741/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032254/manifest",/items/32032254.html
"Etat des appointements signé Blanchard - 1783/04/28","","1783-04-28","","","","","","","82a","","","French","","","https://fromthepage.com/image-service/32575753/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032260/manifest",/items/32032260.html
"Projet destination des vaisseau x  (retour en France) - n.d.","","","","","","","","","83a","","","French","","","https://fromthepage.com/image-service/32575758/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032264/manifest",/items/32032264.html
"Lettre chiffrée du Roi donnant cdt au B de V - 1781/08/24","","1781-08-24","","","","","","","87a","","","French","","","https://fromthepage.com/image-service/32575766/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032268/manifest",/items/32032268.html
"Copie de la précédente - n.d.","","","","","","","","","88a","","","French","","","https://fromthepage.com/image-service/32575774/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032270/manifest",/items/32032270.html
"Lettre chiffrée de Ségur - 1781/08/24","","1781-08-24","","","","","","","89a","","","French","","","https://fromthepage.com/image-service/32575783/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032276/manifest",/items/32032276.html
"Copie de la précédente - n.d.","","","","","","","","","90a","","","French","","","https://fromthepage.com/image-service/32575789/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032278/manifest",/items/32032278.html
"Copie de dépêches Ségur à Rochambeau (30-4-82 - 19-6-82 - 5-6-82) - 1782/10/21","","1782-10-21","","","","","","","93a","","","French","","","https://fromthepage.com/image-service/32575790/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032280/manifest",/items/32032280.html
"Copie ordre SM pour pourvoir au x  emplois vacants - 1780/03/17","","1780-03-17","","","","","","","94a","","","French","","","https://fromthepage.com/image-service/32575798/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032281/manifest",/items/32032281.html
"Lettre Rochambeau à B de V - 1782/07/12","","1782-07-12","","","","","","","98a","","","French","","","https://fromthepage.com/image-service/32575974/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032286/manifest",/items/32032286.html
"Brouillon lettre B de V à Ségur - 1782/09/24","","1782-09-24","","","","","","","99a","","","French","","","https://fromthepage.com/image-service/32575977/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032287/manifest",/items/32032287.html
"Copie lettre Damas à La Luzerne ","Joseph François Louis Charles de Damas","1782-09-28","","","Martinique ","14.60588872","-61.06710714","","100a","","","French","","","https://fromthepage.com/image-service/32575979/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032288/manifest",/items/32032288.html
"Copy of a letter of the President of Congress to Washington ","President of Congress","1782-09-20","","","Philadelphia, Pennsylvania, USA","39.95446916","-75.1792211","","101a","","","French","","","https://fromthepage.com/image-service/32575982/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032289/manifest",/items/32032289.html
"Des vingt huit barils d&#39;argent...(naufrage Gloire)","Antoine-Charles du Houx, Baron de Vioménil ","1782","","","","","","","105a","","","French","","","https://fromthepage.com/image-service/32576007/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032298/manifest",/items/32032298.html
"Compte rendu naufrage de l&#39;Aigle et la Gloire par B de V","Antoine-Charles du Houx, Baron de Vioménil ","1782-09-17","","","Delaware (?) ","39.7386162","-75.60245485","","106a","","","French","","","https://fromthepage.com/image-service/32576009/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032299/manifest",/items/32032299.html
"Lettre à l&#39;Amiral commandant l&#39;escadre Anglaise moillé à la Delaware","Louis-René-Madeleine Le Vassor, comte de La Touche-Tréville ","","","","","","","","107a","","","French","","","https://fromthepage.com/image-service/32576014/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032300/manifest",/items/32032300.html
"Lettre Latouche à B de V (4h du matin) - n.d.","","","","","","","","","108a","","","French","","","https://fromthepage.com/image-service/32576017/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032301/manifest",/items/32032301.html
"La Luzerne à Vioménil ","Anne-César de Beuzeville, Chevalier de La Luzerne","1782-09-17","","","Philadelphia, Pennsylvania, USA","39.95446916","-75.1792211","","109a","","","French","","","https://fromthepage.com/image-service/32576018/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032303/manifest",/items/32032303.html
"Lettre amiral Elphingstone à B de V","George Keith Elphinstone, 1st Viscount Keith","1782-09-17","","","Warwick, Delaware, USA ","38.60201627","-75.20956877","","110a","","","English","","","https://fromthepage.com/image-service/32576021/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032304/manifest",/items/32032304.html
"Lettre de La Laune à Vioménil (translation)","Amé de la Laune ","1782-09-17","","","Annapolis, Maryland, USA","38.97787859","-76.48992152","","111a","","","French","","","https://fromthepage.com/image-service/32576024/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032305/manifest",/items/32032305.html
"Lettre Latouche à Vioménil","Vice-Admiral Louis-René Madelaine Le Vassor, comte de Latouche-Tréville ","1782-09-16","","","","","","","112a","","","French","","","https://fromthepage.com/image-service/32576027/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032306/manifest",/items/32032306.html
"Calculations by Vioménil ","Antoine-Charles du Houx, Baron de Vioménil ","","","","","","","","113a","","","French","","","https://fromthepage.com/image-service/32576029/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032307/manifest",/items/32032307.html
"Draft lettres à Rochambeau","Antoine-Charles du Houx, Baron de Vioménil ","1782-09-17","","","Philadelphia, Pennsylvania, USA","39.95446916","-75.1792211","","114a","","","French","","","https://fromthepage.com/image-service/32576031/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032308/manifest",/items/32032308.html
"Financial account Vioménil","Antoine-Charles du Houx, Baron de Vioménil ","","","","","","","","115a","","","French","","","https://fromthepage.com/image-service/32576035/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032309/manifest",/items/32032309.html
"Financial record ","Antoine-Charles du Houx, Baron de Vioménil ","","","","","","","","116a","","","French","","","https://fromthepage.com/image-service/32576038/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032310/manifest",/items/32032310.html
"Invoice","Van Vleck &amp; Barton ","1782-09-20","","","","","","","117a","","","French","","","https://fromthepage.com/image-service/32576039/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032312/manifest",/items/32032312.html
"Financial Report March to Yorktown","Antoine-Charles du Houx, Baron de Vioménil ","1781","","","Philadelphia, Pennsylvania, USA","39.95446916","-75.1792211","","118a","","","French","","","https://fromthepage.com/image-service/32576040/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032314/manifest",/items/32032314.html
"Several draft letters to Condé, Coigny, Madame de Vioménil ","Antoine-Charles du Houx, Baron de Vioménil ","","","","","","","","119a","","","French","","","https://fromthepage.com/image-service/32576042/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032315/manifest",/items/32032315.html
"Draft letters to Vergennes, au duc de Coigny and perhaps au comte de Tréville (?) ","Antoine-Charles du Houx, Baron de Vioménil ","","","","","","","","120a","","","French","","","https://fromthepage.com/image-service/32576046/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032316/manifest",/items/32032316.html
"Drafts unknown","Antoine-Charles du Houx, Baron de Vioménil ","","","","","","","","121a","","","French","","","https://fromthepage.com/image-service/32576049/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032317/manifest",/items/32032317.html
"Drafts to comte de Coigny, à la princesse de Guéménée","Antoine-Charles du Houx, Baron de Vioménil ","","","","","","","","123a","","","French","","","https://fromthepage.com/image-service/32576051/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032318/manifest",/items/32032318.html
"Letters from diverse Spanish and Dutch governors ","","1782","","","Caracas, Venezuela","10.47782727","-66.90478509","","125a","","","French","","","https://fromthepage.com/image-service/32576054/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032321/manifest",/items/32032321.html
"Letters of Bellecombe to Vioménil ","M. de Bellecombe, Gouverneur Général de St Domingue","1783-03-14","","","Cap François, Saint Domingue (today Cap-Haitien, Haiti)","19.73679168","-72.20566819","","126a","","","French","","","https://fromthepage.com/image-service/32576065/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032322/manifest",/items/32032322.html
"Letter Ségur à Vioménil ","Philippe Henri, marquis de Ségur","1783-01-25","","","Versailles, Versailles, France","48.80759347","2.100656424","","127a","","","French","","","https://fromthepage.com/image-service/32576077/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032323/manifest",/items/32032323.html
"Castries to Vioménil ","Charles Eugène Gabriel de La Croix, Marquis de Castries","1782-11-29","","","Versailles, Versailles, France","48.80759347","2.100656424","","128a","","","French","","","https://fromthepage.com/image-service/32576078/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032325/manifest",/items/32032325.html
"De Castries à Vioménil ","Charles Eugène Gabriel de La Croix, Marquis de Castries","1783-01-22","","","Versailles, Versailles, France","48.80759347","2.100656424","","129a","","","French","","","https://fromthepage.com/image-service/32576079/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032327/manifest",/items/32032327.html
"De Castries à Vioménil ","Charles Eugène Gabriel de La Croix, Marquis de Castries","1783-02-15","","","Versailles, Versailles, France","48.80759347","2.100656424","","130a","","","French","","","https://fromthepage.com/image-service/32576080/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032329/manifest",/items/32032329.html
"Lettre de Castries - 1783/02/20","","1783-02-20","","","","","","","131a","","","French","","","https://fromthepage.com/image-service/32576082/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032330/manifest",/items/32032330.html
"Translation of a letter from Duc of Lancaster","","1783-04-05","","","Cap François, Saint Domingue (today Cap-Haitien, Haiti)","19.73679168","-72.20566819","","133a","","","French","","","https://fromthepage.com/image-service/32576124/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032334/manifest",/items/32032334.html
"Rostaing à Vioménil ","Marquis de Rostaing","1783-04-29","","","Cap François, Saint Domingue (today Cap-Haitien, Haiti)","19.73679168","-72.20566819","","134a","","","French","","","https://fromthepage.com/image-service/32576126/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032335/manifest",/items/32032335.html
"Notes to discuss with Maréchal de Ségur","Antoine-Charles du Houx, Baron de Vioménil ","","","","","","","","135a","","","French","","","https://fromthepage.com/image-service/32576129/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032336/manifest",/items/32032336.html
"Ségur à Vioménil","Philippe Henri, marquis de Ségur","1783-07-10","","","Versailles, Versailles, France","48.80759347","2.100656424","","136a","","","French","","","https://fromthepage.com/image-service/32576132/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032337/manifest",/items/32032337.html
"Ségur à Vioménil","Philippe Henri, marquis de Ségur","1783-06-10","","","Versailles, Versailles, France","48.80759347","2.100656424","","137a","","","French","","","https://fromthepage.com/image-service/32576134/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032338/manifest",/items/32032338.html
"Ségur à Vioménil","Philippe Henri, marquis de Ségur","1783-08-07","","","Versailles, Versailles, France","48.80759347","2.100656424","","138a","","","French","","","https://fromthepage.com/image-service/32576135/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032340/manifest",/items/32032340.html
"Lettre de Castries à Vioménil","Charles Eugène Gabriel de La Croix, Marquis de Castries","1783-08-25","","","Versailles, Versailles, France","48.80759347","2.100656424","","139a","","","French","","","https://fromthepage.com/image-service/32576136/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032342/manifest",/items/32032342.html
"Castries to Vioménil ","Charles Eugène Gabriel de La Croix, Marquis de Castries","1783-09-11","","","Versailles, Versailles, France","48.80759347","2.100656424","","140a","","","French","","","https://fromthepage.com/image-service/32576137/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032344/manifest",/items/32032344.html
"Ségur à Vioménil","Philippe Henri, marquis de Ségur","1783-08-13","","","Versailles, Versailles, France","48.80759347","2.100656424","","141a","","","French","","","https://fromthepage.com/image-service/32576138/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032346/manifest",/items/32032346.html
"Letter to Vioménil (unknown) ","","","","","","","","","142a","","","French","","","https://fromthepage.com/image-service/32576139/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032348/manifest",/items/32032348.html
"Letter to Vioménil (unknown) ","","","","","Versailles, Versailles, France","48.80759347","2.100656424","","143a","","","French","","","https://fromthepage.com/image-service/32576143/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032349/manifest",/items/32032349.html
"A la municipalité - notes de B de V sur ses impôts - n.d.","","","","","","","","","144a","","","French","","","https://fromthepage.com/image-service/32576147/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032350/manifest",/items/32032350.html
"Lettre de Ségur - Supplément traitement pour B de V - 1783/06/28","","1783-06-28","","","","","","","145a","","","French","","","https://fromthepage.com/image-service/32576149/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032351/manifest",/items/32032351.html
"Lettre de Castries - 1783/06/22","","1783-06-22","","","","","","","146a","","","French","","","https://fromthepage.com/image-service/32576150/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032353/manifest",/items/32032353.html
"Lettre de Ségur - 1783/06/12","","1783-06-12","","","","","","","147a","","","French","","","https://fromthepage.com/image-service/32576151/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032355/manifest",/items/32032355.html
"Perte Bourgogne - CR de Champmartin - 1783/02/24","","1783-02-24","","","","","","","148","","","French","","","https://fromthepage.com/image-service/32576152/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032357/manifest",/items/32032357.html
"Perte Bourgogne - CR de Bressolles Lt-Cl Bourbonnais - 1783/03/13","","1783-03-13","","","","","","","149a","","","French","","","https://fromthepage.com/image-service/32576163/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032358/manifest",/items/32032358.html
"Perte Bourgogne - Brouillon lettre B de V à Mis de Laval et au Mis de Castries - 1783/03/12","","1783-03-12","","","","","","","150a","","","French","","","https://fromthepage.com/image-service/32576166/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032359/manifest",/items/32032359.html
"Perte Bourgogne - Brouillon lettre B de V à Castries - n.d.","","","","","","","","","151a","","","","","","https://fromthepage.com/image-service/32576169/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032360/manifest",/items/32032360.html
"Perte Bourgogne - Brouillon lettre B de V à - n.d.","","","","","","","","","152a","","","","","","https://fromthepage.com/image-service/32576172/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032361/manifest",/items/32032361.html
"Relation du combat de l&#39;Aigle et la Gloire 5 sept 1782 signé La Touche - n.d.","","","","","","","","","153a","","","","","","https://fromthepage.com/image-service/32576174/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032362/manifest",/items/32032362.html
"Note B de V pour revue Rgt dragons -n.d.","","","","","","","","","155a","","","","","","https://fromthepage.com/image-service/32576178/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032363/manifest",/items/32032363.html
"Note B de V pour revue Rgt dragons - n.d.","","","","","","","","","156a","","","","","","https://fromthepage.com/image-service/32576182/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032364/manifest",/items/32032364.html

